isolabel_ext,synonym
UY-CA-PiedraToro,uy;ca;piedra.toro
UY-CA-PiedraToro,uy;canelones;piedra.toro
UY-CA-PiedraToro,uy-74
UY-CA-PiedraToro,co-c-pit
UY-CA-PiedrasAfilar,uy;ca;piedras.afilar
UY-CA-PiedrasAfilar,uy;ca;par
UY-CA-PiedrasAfilar,uy;canelones;piedras.afilar
UY-CA-PiedrasAfilar,uy-98
UY-CA-PilarHorneros,co-c-phs
UY-CA-PilarHorneros,uy;ca;pilar.horneros
UY-CA-PilarHorneros,uy;canelones;pilar.horneros
UY-CA-PilarHorneros,uy;ca;phs
UY-CA-PilarHorneros,uy-109
UY-CA-PinamarPinepark,co-c-ppk
UY-CA-PinamarPinepark,uy;ca;ppk
UY-CA-PinamarPinepark,uy;ca;pinamar..pinepark
UY-CA-PinamarPinepark,uy-56
UY-CA-PinamarPinepark,uy;canelones;pinamar..pinepark
UY-CA-Progreso,uy-153
UY-CA-Progreso,uy;canelones;progreso
UY-CA-Progreso,uy;ca;progreso
UY-CA-Progreso,uy;ca;pso
UY-CA-Progreso,co-c-pso
UY-CA-QuintaHorneros,uy;ca;quinta.horneros
UY-CA-QuintaHorneros,co-c-qls
UY-CA-QuintaHorneros,uy;ca;qls
UY-CA-QuintaHorneros,uy-31
UY-CA-QuintaHorneros,uy;canelones;quinta.horneros
UY-CA-QuintasBosque,uy;canelones;quintas.bosque
UY-CA-QuintasBosque,co-c-qdb
UY-CA-QuintasBosque,uy;ca;qdb
UY-CA-QuintasBosque,uy;ca;quintas.bosque
UY-CA-QuintasBosque,uy-66
UY-CA-Salinas,uy;ca;sal
UY-CA-Salinas,uy;canelones;salinas
UY-CA-Salinas,uy-45
UY-CA-Salinas,uy;ca;salinas
UY-CA-SanAntonio,uy-118
UY-CA-SanAntonio,uy;ca;sao
UY-CA-SanAntonio,uy;canelones;san.antonio
UY-CA-SanAntonio,uy;ca;san.antonio
UY-CA-SanBautista,uy;ca;san.bautista
UY-CA-SanBautista,uy;canelones;san.bautista
UY-CA-SanBautista,uy-116
UY-CA-SanBautista,uy;ca;sba
UY-CA-SanJacinto,co-c-sjo
UY-CA-SanJacinto,uy;ca;san.jacinto
UY-CA-SanJacinto,uy;canelones;san.jacinto
UY-CA-SanJacinto,uy-113
UY-CA-SanJacinto,uy;ca;sjo
UY-CA-SanJoseCarrasco,co-c-sjc
UY-CA-SanJoseCarrasco,uy;canelones;san.jose.carrasco
UY-CA-SanJoseCarrasco,uy-42
UY-CA-SanJoseCarrasco,uy;ca;san.jose.carrasco
UY-CA-SanJoseCarrasco,uy;ca;sjc
UY-CA-SanLuis,uy;ca;san.luis
UY-CA-SanLuis,co-c-sls
UY-CA-SanLuis,uy;canelones;san.luis
UY-CA-SanLuis,uy;ca;sls
UY-CA-SanLuis,uy-94
UY-CA-SanRamon,uy-112
UY-CA-SanRamon,uy;ca;srn
UY-CA-SanRamon,co-c-srn
UY-CA-SanRamon,uy;canelones;san.ramon
UY-CA-SanRamon,uy;ca;san.ramon
UY-CA-SantaAna,uy-78
UY-CA-SantaAna,uy;canelones;santa.ana
UY-CA-SantaAna,uy;ca;saa
UY-CA-SantaAna,uy;ca;santa.ana
UY-CA-SantaLucia,co-c-sla
UY-CA-SantaLucia,uy;ca;santa.lucia
UY-CA-SantaLucia,uy;ca;sla
UY-CA-SantaLucia,uy;canelones;santa.lucia
UY-CA-SantaLucia,uy-127
UY-CA-SantaLuciaEste,uy-79
UY-CA-SantaLuciaEste,uy;ca;sle
UY-CA-SantaLuciaEste,co-c-sle
UY-CA-SantaLuciaEste,uy;canelones;santa.lucia.este
UY-CA-SantaLuciaEste,uy;ca;santa.lucia.este
UY-CA-SantaRosa,uy;canelones;santa.rosa
UY-CA-SantaRosa,uy-110
UY-CA-SantaRosa,uy;ca;sra
UY-CA-SantaRosa,uy;ca;santa.rosa
UY-CA-Sauce,uy-36
UY-CA-Sauce,uy;ca;sce
UY-CA-Sauce,uy;canelones;sauce
UY-CA-Sauce,uy;ca;sauce
UY-CA-Sauce,co-c-sce
UY-CA-SeisHermanos,uy;canelones;seis.hermanos
UY-CA-SeisHermanos,uy;ca;shs
UY-CA-SeisHermanos,co-c-shs
UY-CA-SeisHermanos,uy;ca;seis.hermanos
UY-CA-SeisHermanos,uy-80
UY-CA-Shangrila,uy;ca;sha
UY-CA-Shangrila,uy-58
UY-CA-Shangrila,uy;canelones;shangrila
UY-CA-Shangrila,uy;ca;shangrila
UY-CA-SofiaSantos,uy;canelones;sofia.santos
UY-CA-SofiaSantos,uy;ca;sofia.santos
UY-CA-SofiaSantos,uy-128
UY-CA-SofiaSantos,co-c-sss
UY-CA-SofiaSantos,uy;ca;sss
UY-CA-Solymar,co-c-syr
UY-CA-Solymar,uy;canelones;solymar
UY-CA-Solymar,uy-661
UY-CA-Solymar,uy;ca;solymar
UY-CA-Solymar,uy;ca;syr
UY-CA-Tala,uy;ca;tala
UY-CA-Tala,uy;ca;tla
UY-CA-Tala,uy;canelones;tala
UY-CA-Tala,co-c-tla
UY-CA-Tala,uy-114
UY-CA-Toledo,uy;ca;toledo
UY-CA-Toledo,uy;ca;tdo
UY-CA-Toledo,uy;canelones;toledo
UY-CA-Toledo,uy-41
UY-CA-TotoralSauce,uy-106
UY-CA-TotoralSauce,co-c-tde
UY-CA-TotoralSauce,uy;ca;tde
UY-CA-TotoralSauce,uy;ca;totoral.sauce
UY-CA-TotoralSauce,uy;canelones;totoral.sauce
UY-CA-ViejoMolinoSanBernardo,co-c-vmb
UY-CA-ViejoMolinoSanBernardo,uy;ca;viejo.molino.san.bernardo
UY-CA-ViejoMolinoSanBernardo,uy;ca;vmb
UY-CA-ViejoMolinoSanBernardo,uy;canelones;viejo.molino.san.bernardo
UY-CA-ViejoMolinoSanBernardo,uy-92
UY-CA-VillaAeroparque,uy;canelones;villa.aeroparque
UY-CA-VillaAeroparque,uy-53
UY-CA-VillaAeroparque,uy;ca;vae
UY-CA-VillaAeroparque,co-c-vae
UY-CA-VillaAeroparque,uy;ca;villa.aeroparque
UY-CA-VillaArejo,uy-104
UY-CA-VillaArejo,co-c-vao
UY-CA-VillaArejo,uy;canelones;villa.arejo
UY-CA-VillaArejo,uy;ca;vao
UY-CA-VillaArejo,uy;ca;villa.arejo
UY-CA-VillaArgentina,uy-82
UY-CA-VillaArgentina,co-c-vaa
UY-CA-VillaArgentina,uy;ca;vaa
UY-CA-VillaArgentina,uy;canelones;villa.argentina
UY-CA-VillaArgentina,uy;ca;villa.argentina
UY-CA-VillaCrespoYSanAndres,uy;ca;villa.crespo.y.san.andres
UY-CA-VillaCrespoYSanAndres,uy;ca;vcs
UY-CA-VillaCrespoYSanAndres,uy-38
UY-CA-VillaCrespoYSanAndres,co-c-vcs
UY-CA-VillaCrespoYSanAndres,uy;canelones;villa.crespo.y.san.andres
UY-CA-VillaFelicidad,co-c-vfd
UY-CA-VillaFelicidad,uy;ca;villa.felicidad
UY-CA-VillaFelicidad,uy;canelones;villa.felicidad
UY-CA-VillaFelicidad,uy-132
UY-CA-VillaFelicidad,uy;ca;vfd
UY-CA-VillaHadita,co-c-vha
UY-CA-VillaHadita,uy;ca;villa.hadita
UY-CA-VillaHadita,uy;ca;vha
UY-CA-VillaHadita,uy-34
UY-CA-VillaHadita,uy;canelones;villa.hadita
UY-CA-VillaJuana,uy-55
UY-CA-VillaJuana,uy;canelones;villa.juana
UY-CA-VillaJuana,uy;ca;cvj
UY-CA-VillaJuana,co-c-cvj
UY-CA-VillaJuana,uy;ca;villa.juana
UY-CA-VillaNolitos,co-c-vln
UY-CA-VillaNolitos,uy-29
UY-CA-VillaNolitos,uy;ca;vln
UY-CA-VillaNolitos,uy;ca;villa.nolitos
UY-CA-VillaNolitos,uy;canelones;villa.nolitos
UY-CA-VillaPazSA,uy;ca;vpa
UY-CA-VillaPazSA,uy;ca;villa.paz.s.a
UY-CA-VillaPazSA,uy;canelones;villa.paz.s.a
UY-CA-VillaPazSA,uy-133
UY-CA-VillaPazSA,co-c-vpa
UY-CA-VillaPorvenir,uy;canelones;villa.porvenir
UY-CA-VillaPorvenir,uy;ca;villa.porvenir
UY-CA-VillaPorvenir,uy-83
UY-CA-VillaPorvenir,uy;ca;vpr
UY-CA-VillaPorvenir,co-c-vpr
UY-CA-VillaSanCono,uy;ca;villa.san.cono
UY-CA-VillaSanCono,uy;canelones;villa.san.cono
UY-CA-VillaSanCono,uy;ca;vsc
UY-CA-VillaSanCono,co-c-vsc
UY-CA-VillaSanCono,uy-143
UY-CA-VillaSanFelipe,uy;ca;villa.san.felipe
UY-CA-VillaSanFelipe,co-c-vsf
UY-CA-VillaSanFelipe,uy-60
UY-CA-VillaSanFelipe,uy;canelones;villa.san.felipe
UY-CA-VillaSanFelipe,uy;ca;vsf
UY-CA-VillaSanJose,uy-59
UY-CA-VillaSanJose,uy;canelones;villa.san.jose
UY-CA-VillaSanJose,uy;ca;villa.san.jose
UY-CA-VillaSanJose,co-c-vsj
UY-CA-VillaSanJose,uy;ca;vsj
UY-CA-VillaTato,uy-87
UY-CA-VillaTato,uy;ca;vet
UY-CA-VillaTato,uy;ca;villa.tato
UY-CA-VillaTato,co-c-vet
UY-CA-VillaTato,uy;canelones;villa.tato
UY-CL,uy;cl
UY-CL,uy-16575
UY-CL,uy;cerro.largo
UY-CL-Acegua,uy;cl;ace
UY-CL-Acegua,uy;cerro.largo;acegua
UY-CL-Acegua,uy;cl;acegua
UY-CL-Acegua,uy-185
UY-CL-Acegua,co-c-ace
UY-CL-Arachania,uy;cl;arachania
UY-CL-Arachania,uy-175
UY-CL-Arachania,uy;cerro.largo;arachania
UY-CL-Arachania,uy;cl;ani
UY-CL-Arbolito,uy;cl;arbolito
UY-CL-Arbolito,uy-179
UY-CL-Arbolito,uy;cl;arb
UY-CL-Arbolito,co-c-arb
UY-CL-Arbolito,uy;cerro.largo;arbolito
UY-CL-Arevalo,uy;cl;alo
UY-CL-Arevalo,co-c-alo
UY-CL-Arevalo,uy;cl;arevalo
UY-CL-Arevalo,uy-166
UY-CL-Arevalo,uy;cerro.largo;arevalo
UY-CL-BanadoMedina,uy;cl;banado.medina
UY-CL-BanadoMedina,uy-161
UY-CL-BanadoMedina,co-c-bdm
UY-CL-BanadoMedina,uy;cerro.largo;banado.medina
UY-CL-BanadoMedina,uy;cl;bdm
UY-CL-BarrioLopezBenitez,uy;cerro.largo;barrio.lopez.benitez
UY-CL-BarrioLopezBenitez,uy;cl;blb
UY-CL-BarrioLopezBenitez,uy-174
UY-CL-BarrioLopezBenitez,uy;cl;barrio.lopez.benitez
UY-CL-BarrioLopezBenitez,co-c-blb
UY-CL-Casarone,uy;cl;cne
UY-CL-Casarone,uy;cerro.largo;casarone
UY-CL-Casarone,uy-183
UY-CL-Casarone,uy;cl;casarone
UY-CL-Casarone,co-c-cne
UY-CL-CaserioCanas,uy;cl;ccs
UY-CL-CaserioCanas,co-c-ccs
UY-CL-CaserioCanas,uy-178
UY-CL-CaserioCanas,uy;cl;caserio.canas
UY-CL-CaserioCanas,uy;cerro.largo;caserio.canas
UY-CL-Centurion,co-c-cnt
UY-CL-Centurion,uy;cerro.largo;centurion
UY-CL-Centurion,uy;cl;centurion
UY-CL-Centurion,uy-162
UY-CL-Centurion,uy;cl;cnt
UY-CL-CerroCuentas,uy;cl;cdc
UY-CL-CerroCuentas,uy;cl;cerro.cuentas
UY-CL-CerroCuentas,uy-163
UY-CL-CerroCuentas,uy;cerro.largo;cerro.cuentas
UY-CL-Esperanza,uy;cl;esa
UY-CL-Esperanza,co-c-esa
UY-CL-Esperanza,uy;cl;esperanza
UY-CL-Esperanza,uy-167
UY-CL-Esperanza,uy;cerro.largo;esperanza
UY-CL-FraileMuerto,co-c-fmo
UY-CL-FraileMuerto,uy;cerro.largo;fraile.muerto
UY-CL-FraileMuerto,uy;cl;fraile.muerto
UY-CL-FraileMuerto,uy;cl;fmo
UY-CL-FraileMuerto,uy-186
UY-CL-GetulioVargas,co-c-gvs
UY-CL-GetulioVargas,uy;cerro.largo;getulio.vargas
UY-CL-GetulioVargas,uy;cl;gvs
UY-CL-GetulioVargas,uy;cl;getulio.vargas
UY-CL-GetulioVargas,uy-168
UY-CL-IsidoroNoblia,uy;cl;isidoro.noblia
UY-CL-IsidoroNoblia,co-c-ina
UY-CL-IsidoroNoblia,uy;cerro.largo;isidoro.noblia
UY-CL-IsidoroNoblia,uy;cl;ina
UY-CL-IsidoroNoblia,uy-160
UY-CL-LaMicaela,co-c-lml
UY-CL-LaMicaela,uy-182
UY-CL-LaMicaela,uy;cl;lml
UY-CL-LaMicaela,uy;cerro.largo;la.micaela
UY-CL-LaMicaela,uy;cl;la.micaela
UY-CL-LaPedrera,uy;cl;la.pedrera
UY-CL-LaPedrera,co-c-ped
UY-CL-LaPedrera,uy-169
UY-CL-LaPedrera,uy;cl;ped
UY-CL-LaPedrera,uy;cerro.largo;la.pedrera
UY-CL-LagoMerin,uy-177
UY-CL-LagoMerin,uy;cerro.largo;lago.merin
UY-CL-LagoMerin,uy;cl;lmn
UY-CL-LagoMerin,co-c-lmn
UY-CL-LagoMerin,uy;cl;lago.merin
UY-CL-Mangrullo,uy;cl;mangrullo
UY-CL-Mangrullo,co-c-mgr
UY-CL-Mangrullo,uy;cerro.largo;mangrullo
UY-CL-Mangrullo,uy-170
UY-CL-Mangrullo,uy;cl;mgr
UY-CL-Melo,uy;cl;mlo
UY-CL-Melo,uy;cerro.largo;melo
UY-CL-Melo,uy;cl;melo
UY-CL-Melo,uy-719
UY-CL-Melo,co-c-mlo
UY-CL-Nando,uy;cerro.largo;nando
UY-CL-Nando,uy-171
UY-CL-Nando,uy;cl;nando
UY-CL-Nando,uy;cl;ndo
UY-CL-Nando,co-c-ndo
UY-CL-Nangapire,co-c-bne
UY-CL-Nangapire,uy-176
UY-CL-Nangapire,uy;cl;nangapire
UY-CL-Nangapire,uy;cl;bne
UY-CL-Nangapire,uy;cerro.largo;nangapire
UY-CL-PlacidoRosas,co-c-prs
UY-CL-PlacidoRosas,uy;cl;prs
UY-CL-PlacidoRosas,uy;cl;placido.rosas
UY-CL-PlacidoRosas,uy;cerro.largo;placido.rosas
UY-CL-PlacidoRosas,uy-181
UY-CL-PobladoUruguay,uy;cl;puy
UY-CL-PobladoUruguay,co-c-puy
UY-CL-PobladoUruguay,uy-165
UY-CL-PobladoUruguay,uy;cl;poblado.uruguay
UY-CL-PobladoUruguay,uy;cerro.largo;poblado.uruguay
UY-CL-Quebracho,uy;cl;quebracho
UY-CL-Quebracho,uy;cl;qch
UY-CL-Quebracho,uy;cerro.largo;quebracho
UY-CL-Quebracho,co-c-qch
UY-CL-Quebracho,uy-172
UY-CL-RamonTrigo,uy;cerro.largo;ramon.trigo
UY-CL-RamonTrigo,uy;cl;rto
UY-CL-RamonTrigo,uy;cl;ramon.trigo
UY-CL-RamonTrigo,co-c-rto
UY-CL-RamonTrigo,uy-187
UY-CL-RioBranco,uy;cl;rio.branco
UY-CL-RioBranco,co-c-rbo
UY-CL-RioBranco,uy;cl;rbo
UY-CL-RioBranco,uy-155
UY-CL-RioBranco,uy;cerro.largo;rio.branco
UY-CL-SotoGoro,uy;cerro.largo;soto.goro
UY-CL-SotoGoro,uy;cl;soto.goro
UY-CL-SotoGoro,uy;cl;sot
UY-CL-SotoGoro,uy-173
UY-CL-Toledo,uy;cerro.largo;toledo
UY-CL-Toledo,uy;cl;toledo
UY-CL-Toledo,uy;cl;tle
UY-CL-Toledo,co-c-tle
UY-CL-Toledo,uy-164
UY-CL-TresIslas,co-c-tis
UY-CL-TresIslas,uy;cl;tis
UY-CL-TresIslas,uy-188
UY-CL-TresIslas,uy;cerro.largo;tres.islas
UY-CL-TresIslas,uy;cl;tres.islas
UY-CL-Tupambae,uy;cerro.largo;tupambae
UY-CL-Tupambae,uy;cl;tlp
UY-CL-Tupambae,uy;cl;tupambae
UY-CL-Tupambae,co-c-tlp
UY-CL-Tupambae,uy-159
UY-CO,uy-16580
UY-CO,uy;co
UY-CO,uy;colonia
UY-CO-Agraciada,uy;co;agraciada
UY-CO-Agraciada,uy-203
UY-CO-Agraciada,uy;co;ada
UY-CO-Agraciada,uy;colonia;agraciada
UY-CO-Arrivillaga,uy;colonia;arrivillaga
UY-CO-Arrivillaga,uy-223
UY-CO-Arrivillaga,uy;co;arrivillaga
UY-CO-Arrivillaga,uy;co;aga
UY-CO-Artilleros,uy;co;artilleros
UY-CO-Artilleros,uy;co;ars
UY-CO-Artilleros,uy-210
UY-CO-Artilleros,uy;colonia;artilleros
UY-CO-Artilleros,co-c-ars
UY-CO-Barker,uy;colonia;barker
UY-CO-Barker,uy;co;barker
UY-CO-Barker,uy-211
UY-CO-Barker,uy;co;bar
UY-CO-Barker,co-c-bar
UY-CO-BlancaArena,uy;co;blanca.arena
UY-CO-BlancaArena,co-c-baa
UY-CO-BlancaArena,uy;colonia;blanca.arena
UY-CO-BlancaArena,uy-212
UY-CO-BlancaArena,uy;co;baa
UY-CO-BocaRosario,uy;colonia;boca.rosario
UY-CO-BocaRosario,uy-204
UY-CO-BocaRosario,uy;co;bdr
UY-CO-BocaRosario,uy;co;boca.rosario
UY-CO-BocaRosario,co-c-bdr
UY-CO-BrisasPlata,uy-214
UY-CO-BrisasPlata,co-c-bdp
UY-CO-BrisasPlata,uy;co;bdp
UY-CO-BrisasPlata,uy;co;brisas.plata
UY-CO-BrisasPlata,uy;colonia;brisas.plata
UY-CO-Campana,co-c-cna
UY-CO-Campana,uy;co;campana
UY-CO-Campana,uy;colonia;campana
UY-CO-Campana,uy;co;cna
UY-CO-Campana,uy-209
UY-CO-CampoChico,co-c-ccp
UY-CO-CampoChico,uy-229
UY-CO-CampoChico,uy;co;campo.chico
UY-CO-CampoChico,uy;co;ccp
UY-CO-CampoChico,uy;colonia;campo.chico
UY-CO-Carmelo,uy-190
UY-CO-Carmelo,uy;co;clo
UY-CO-Carmelo,uy;colonia;carmelo
UY-CO-Carmelo,co-c-clo
UY-CO-Carmelo,uy;co;carmelo
UY-CO-CarmeloGolf,co-c-cgl
UY-CO-CarmeloGolf,uy-227
UY-CO-CarmeloGolf,uy;co;carmelo.golf
UY-CO-CarmeloGolf,uy;co;cgl
UY-CO-CarmeloGolf,uy;colonia;carmelo.golf
UY-CO-CaserioCerro,uy;colonia;caserio.cerro
UY-CO-CaserioCerro,uy;co;elc
UY-CO-CaserioCerro,uy-199
UY-CO-CaserioCerro,co-c-elc
UY-CO-CaserioCerro,uy;co;caserio.cerro
UY-CO-CerroArmas,uy;colonia;cerro.armas
UY-CO-CerroArmas,uy;co;cerro.armas
UY-CO-CerroArmas,uy;co;cas
UY-CO-CerroArmas,co-c-cas
UY-CO-CerroArmas,uy-230
UY-CO-CerroCarmelo,uy;colonia;cerro.carmelo
UY-CO-CerroCarmelo,uy-101
UY-CO-CerroCarmelo,uy;co;cco
UY-CO-CerroCarmelo,uy;co;cerro.carmelo
UY-CO-CerrosSanJuan,uy-207
UY-CO-CerrosSanJuan,uy;colonia;cerros.san.juan
UY-CO-CerrosSanJuan,uy;co;csj
UY-CO-CerrosSanJuan,co-c-csj
UY-CO-CerrosSanJuan,uy;co;cerros.san.juan
UY-CO-ChicoTorino,uy;co;chico.torino
UY-CO-ChicoTorino,uy-217
UY-CO-ChicoTorino,uy;co;cto
UY-CO-ChicoTorino,uy;colonia;chico.torino
UY-CO-ColoniaCosmopolita,uy-215
UY-CO-ColoniaCosmopolita,uy;co;cca
UY-CO-ColoniaCosmopolita,uy;colonia;colonia.cosmopolita
UY-CO-ColoniaCosmopolita,uy;co;colonia.cosmopolita
UY-CO-ColoniaSacramento,uy;co;cds
UY-CO-ColoniaSacramento,uy;colonia;colonia.sacramento
UY-CO-ColoniaSacramento,uy;co;colonia.sacramento
UY-CO-ColoniaSacramento,uy-189
UY-CO-ColoniaValdense,uy-198
UY-CO-ColoniaValdense,uy;colonia;colonia.valdense
UY-CO-ColoniaValdense,uy;co;colonia.valdense
UY-CO-ColoniaValdense,uy;co;cve
UY-CO-Conchillas,uy;colonia;conchillas
UY-CO-Conchillas,uy;co;cos
UY-CO-Conchillas,co-c-cos
UY-CO-Conchillas,uy;co;conchillas
UY-CO-Conchillas,uy-180
UY-CO-Cufre,uy-205
UY-CO-Cufre,uy;co;cufre
UY-CO-Cufre,uy;colonia;cufre
UY-CO-Cufre,uy;co;cre
UY-CO-ElEnsueno,uy;co;eeo
UY-CO-ElEnsueno,uy;colonia;el.ensueno
UY-CO-ElEnsueno,uy-240
UY-CO-ElEnsueno,uy;co;el.ensueno
UY-CO-ElEnsueno,co-c-eeo
UY-CO-ElFaro,uy;co;efo
UY-CO-ElFaro,uy-224
UY-CO-ElFaro,uy;co;el.faro
UY-CO-ElFaro,uy;colonia;el.faro
UY-CO-ElFaro,co-c-efo
UY-CO-ElQuinton,uy-105
UY-CO-ElQuinton,uy;co;eqn
UY-CO-ElQuinton,co-c-eqn
UY-CO-ElQuinton,uy;co;el.quinton
UY-CO-ElQuinton,uy;colonia;el.quinton
UY-CO-ElSemillero,uy-228
UY-CO-ElSemillero,uy;colonia;el.semillero
UY-CO-ElSemillero,co-c-eso
UY-CO-ElSemillero,uy;co;eso
UY-CO-ElSemillero,uy;co;el.semillero
UY-CO-Estanzuela,co-c-lea
UY-CO-Estanzuela,uy;colonia;estanzuela
UY-CO-Estanzuela,uy-206
UY-CO-Estanzuela,uy;co;estanzuela
UY-CO-Estanzuela,uy;co;lea
UY-CO-FlorencioSanchez,co-c-fsz
UY-CO-FlorencioSanchez,uy;co;fsz
UY-CO-FlorencioSanchez,uy;co;florencio.sanchez
UY-CO-FlorencioSanchez,uy-193
UY-CO-FlorencioSanchez,uy;colonia;florencio.sanchez
UY-CO-JuanCarlosCaseros,uy-202
UY-CO-JuanCarlosCaseros,co-c-jcc
UY-CO-JuanCarlosCaseros,uy;co;juan.carlos.caseros
UY-CO-JuanCarlosCaseros,uy;colonia;juan.carlos.caseros
UY-CO-JuanCarlosCaseros,uy;co;jcc
UY-CO-JuanJackson,co-c-jac
UY-CO-JuanJackson,uy;colonia;juan.jackson
UY-CO-JuanJackson,uy-213
UY-CO-JuanJackson,uy;co;juan.jackson
UY-CO-JuanJackson,uy;co;jac
UY-CO-JuanLacaze,uy;colonia;juan.lacaze
UY-CO-JuanLacaze,co-c-jll
UY-CO-JuanLacaze,uy-192
UY-CO-JuanLacaze,uy;co;jll
UY-CO-JuanLacaze,uy;co;juan.lacaze
UY-CO-LaConcordia,uy-231
UY-CO-LaConcordia,uy;co;lci
UY-CO-LaConcordia,uy;co;la.concordia
UY-CO-LaConcordia,uy;colonia;la.concordia
UY-CO-LaConcordia,co-c-lci
UY-CO-LaHorqueta,uy;co;la.horqueta
UY-CO-LaHorqueta,co-c-lha
UY-CO-LaHorqueta,uy;co;lha
UY-CO-LaHorqueta,uy;colonia;la.horqueta
UY-CO-LaHorqueta,uy-218
UY-CO-LaPaz,uy;co;lap
UY-CO-LaPaz,co-c-lap
UY-CO-LaPaz,uy-200
UY-CO-LaPaz,uy;co;la.paz
UY-CO-LaPaz,uy;colonia;la.paz
UY-CO-LagunaPatos,uy-225
UY-CO-LagunaPatos,uy;colonia;laguna.patos
UY-CO-LagunaPatos,uy;co;laguna.patos
UY-CO-LagunaPatos,uy;co;lpo
UY-CO-LagunaPatos,co-c-lpo
UY-CO-LosPinos,uy-239
UY-CO-LosPinos,uy;co;lps
UY-CO-LosPinos,uy;co;los.pinos
UY-CO-LosPinos,uy;colonia;los.pinos
UY-CO-Miguelete,co-c-mte
UY-CO-Miguelete,uy-208
UY-CO-Miguelete,uy;colonia;miguelete
UY-CO-Miguelete,uy;co;miguelete
UY-CO-Miguelete,uy;co;mte
UY-CO-MontesPlata,co-c-mdt
UY-CO-MontesPlata,uy-226
UY-CO-MontesPlata,uy;co;montes.plata
UY-CO-MontesPlata,uy;colonia;montes.plata
UY-CO-MontesPlata,uy;co;mdt
UY-CO-NuevaHelvecia,co-c-nha
UY-CO-NuevaHelvecia,uy;co;nha
UY-CO-NuevaHelvecia,uy-232
UY-CO-NuevaHelvecia,uy;colonia;nueva.helvecia
UY-CO-NuevaHelvecia,uy;co;nueva.helvecia
UY-CO-NuevaPalmira,uy;co;npa
UY-CO-NuevaPalmira,uy;co;nueva.palmira
UY-CO-NuevaPalmira,co-c-npa
UY-CO-NuevaPalmira,uy;colonia;nueva.palmira
UY-CO-NuevaPalmira,uy-603
UY-CO-OmbuesLavalle,uy;co;odl
UY-CO-OmbuesLavalle,uy;co;ombues.lavalle
UY-CO-OmbuesLavalle,uy-197
UY-CO-OmbuesLavalle,co-c-odl
UY-CO-OmbuesLavalle,uy;colonia;ombues.lavalle
UY-CO-ParajeMinuano,uy;colonia;paraje.minuano
UY-CO-ParajeMinuano,uy;co;pmo
UY-CO-ParajeMinuano,co-c-pmo
UY-CO-ParajeMinuano,uy;co;paraje.minuano
UY-CO-ParajeMinuano,uy-216
UY-CO-PasoAntolin,uy-196
UY-CO-PasoAntolin,uy;co;pai
UY-CO-PasoAntolin,uy;colonia;paso.antolin
UY-CO-PasoAntolin,uy;co;paso.antolin
UY-CO-PlayaAzul,uy;co;pal
UY-CO-PlayaAzul,uy-235
UY-CO-PlayaAzul,uy;co;playa.azul
UY-CO-PlayaAzul,uy;colonia;playa.azul
UY-CO-PlayaBritopolis,co-c-bri
UY-CO-PlayaBritopolis,uy;colonia;playa.britopolis
UY-CO-PlayaBritopolis,uy;co;playa.britopolis
UY-CO-PlayaBritopolis,uy;co;bri
UY-CO-PlayaBritopolis,uy-236
UY-CO-PlayaFomento,uy-237
UY-CO-PlayaFomento,uy;co;pfo
UY-CO-PlayaFomento,uy;co;playa.fomento
UY-CO-PlayaFomento,co-c-pfo
UY-CO-PlayaFomento,uy;colonia;playa.fomento
UY-CO-PlayaParant,uy;co;ppt
UY-CO-PlayaParant,uy;co;playa.parant
UY-CO-PlayaParant,uy-233
UY-CO-PlayaParant,uy;colonia;playa.parant
UY-CO-PlayaParant,co-c-ppt
UY-CO-PuebloGil,uy-140
UY-CO-PuebloGil,co-c-pgl
UY-CO-PuebloGil,uy;colonia;pueblo.gil
UY-CO-PuebloGil,uy;co;pueblo.gil
UY-CO-PuebloGil,uy;co;pgl
UY-CO-PuertoIngles,uy-219
UY-CO-PuertoIngles,uy;co;puerto.ingles
UY-CO-PuertoIngles,uy;co;pis
UY-CO-PuertoIngles,uy;colonia;puerto.ingles
UY-CO-PuertoIngles,co-c-pis
UY-CO-RadialHernandez,uy;colonia;radial.hernandez
UY-CO-RadialHernandez,co-c-rhz
UY-CO-RadialHernandez,uy;co;radial.hernandez
UY-CO-RadialHernandez,uy-220
UY-CO-RadialHernandez,uy;co;rhz
UY-CO-Riachuelo,co-c-rlo
UY-CO-Riachuelo,uy;co;rlo
UY-CO-Riachuelo,uy;co;riachuelo
UY-CO-Riachuelo,uy;colonia;riachuelo
UY-CO-Riachuelo,uy-201
UY-CO-Rosario,uy;co;ryc
UY-CO-Rosario,uy;co;rosario
UY-CO-Rosario,uy;colonia;rosario
UY-CO-Rosario,co-c-ryc
UY-CO-Rosario,uy-720
UY-CO-SanPedro,uy;co;spo
UY-CO-SanPedro,uy-191
UY-CO-SanPedro,uy;colonia;san.pedro
UY-CO-SanPedro,uy;co;san.pedro
UY-CO-SantaAna,uy-238
UY-CO-SantaAna,uy;colonia;santa.ana
UY-CO-SantaAna,uy;co;saa
UY-CO-SantaAna,uy;co;santa.ana
UY-CO-SantaRegina,uy;co;santa.regina
UY-CO-SantaRegina,uy-221
UY-CO-SantaRegina,uy;co;sgi
UY-CO-SantaRegina,uy;colonia;santa.regina
UY-CO-SantaRegina,co-c-sgi
